,beer_id,username,review
837,47604,artdob,"Orange golden in the glass with a classic off-white head. Looking good. Nose is light with yeasty easters, light lemon. Taste - classic styling here. Very well balanced. This one goes down easy with big points in the drinkability column. Hoppiness really comes through - IPA yes. Have had other ryes in the past where the rye really dominates. While I like that extreme, not really getting that here, though the beer is quite good. Carbonation is just north of mild. Sipping this one well chilled on a hot Southern California evening, this one hits the spot tonight. Given the solid drinkability of this beer, unfortunately my glass will soon be empty."
838,106164,bschinelli,"A - Poured from the bottle into a pint glass a reddish gold color with a beige 1/2 inch of fairly dense foam. Didn't really leave a lot of lacing and the foam dropped quickly into the glass, leaving a ring of muddy looking foam around the edge. I would have like a deeper red color. S - I pick up caramel, malt, sugar, pear Floods the nostrils with sweet caramel malt, candy sugar, pear, apple, and a bit of spicy, floral hops. T - Really good beer. I pick up some candied fruit, caramel, and a hint of - believe it or not - buttered popcorn! Starts and finishes with some hop astringency. M - Lots of malt smoothness on the tongue, decently heft. A bit of oily hop oils follow when you finish the beer. O - I liked this beer, it's really drinkable, favorably comparable to Lagunitas Lucky 13 or Revolutions Red Skull."
841,248633,SinjaminBentek,"On tap at the brewery poured into a snifter. Look: Dark purple. Smell: Tart blueberries. Taste: Nice blueberry punch, semi sweet with some tartness. Moutheel: Medium body. Overall: Tasty little blueberry kettle sour."
847,188173,radio2525,Very purplish and thick. You will like it or not lots of current flavor
852,84594,beertunes,"Served in straight pint glass. Poured a clean and clear golden amber color with an inch of of white head that had good retention and lacing. The aroma was a very nicely balanced blend of grain and hops that, while distinct, melded together nicely. Sadly, there was just a slight bit of cattiness that I found a bit off-putting. On the tongue however, the beer was all full, earthy grains and crisp hops that complemented each other very nicely indeed. The beer had a bit of a tart hop finish that lingered for a few moments. No sign of the kitty. The body was nicely medium, very smooth, easy and crisp. Drinkability was excellent, you could drink these all afternoon long and not get fatigued or bored. Overall, a very good take on the style that borders on excellent. A must try if you see it and worth a trip to the breweries tasting room if you happen to be in the Seattle area."
856,126245,Slatetank,"I enjoyed this on tap at DFH brewings and eats, review from notes. The color is deep amber with hazed clarity and light cream. The smell is strong and malty with sweet aroma and floral ester with light alcohol in the nose.The feel is sweet, strong and moderately carbonated with gentle toasted texture and light alcohol in the finish. The taste has a tinge of caramel malt with spice in the intial flavor with hint of yeast adding a fruity dried apricot element with mild floral tinges and slight peppery alcohol taste in the finish. Overall for being a double vienna lager it is very drinkable even though the abv is apparent in the taste."
858,366630,Cylinsier,"Tap Pours mostly clear honey golden, ring of a head. Aroma of honey, grassy malts and candi sugar. Flavor is of rich sweet candi sugar and honey malts. Some spices follow along with wine grape and lemongrass. Light grassy hop finish. Full body, tingly carbonation on the tongue. Warms going down. Solid strong ale with Belgian influences, rich and slow drinking. Worth trying for a heavier ale. The balance isn't quite right for a tripel but close."
869,99459,mendvicdog,"Brewery notes: Berliner Weisse. 4.0% Brewed with wheat. A very light and super tart interpretation of this classic German style. If you’d like, you can order Prof. Caterpillar with our house-made white peach syrup! -Notes of white grape, lemon zest, doughy wheat malt, and sunshine forever. End notes: So the sweetness definitely improves this beer for me. The initial sweetness is great but the syrup leads to a muddled finish."
872,367910,beerbully,"L-Hazy nectar......1/2 inch head, good retention.........thick lacing....... S-Tropical and stone fruits..........Pineapple, orange, grapefruit, ripe melon, papaya, mango, plum T-Follows the nose........slight vanilla / orange creamsicle from the lactose......... F-Creamy with a slight fizz.........medium bodied....... O-Good drinkable brew"
873,197154,dd43,"I think this particular style is not well understood by a lot of beer drinkers. As the name suggests, this is a beer built to be paired with a midday meal. Per the style, it is low on carbonation, is decidedly malty, not overly pronounced hop bitterness, and easy to drink in terms of relatively low ABV. Pours with almost no head, which is understandable given how low the carbonation level is. Color of iced tea, and similarly hazed. Aroma is not pungent, but rather sweetly malty, like a lightly sweet biscuit or sweetened bread crust. Definitely a grain forward beer, flavor wise as well. Bready notes throughout, like whole wheat bread. Really pleasant to drink, no booze notes whatsoever. Goes down quickly and easily, the perfect libation to quench one's parchment after a hearty traditional english lunch of meat cheese and bread. Cheers!"
875,97487,kevanb,"650ml bottle, poured into a Lawson's Finest Liquids Tulip glass. The beer pours a nice, golden honey color with a clear texture and just a slight haze. Many bubbles rise to the top of the glass that boasts a fluffy, white head that has good retention and leaves a nice amount of soapy lace behind. The aroma is simple and while it showcases the ingredients, does come across a bit blandly, light hop spice, lots of banana bread with just slight maple and earthy bark profiles with some cracked wheat that lingers. A nice amount of mapley banana bread on the tongue, high levels of pale wheat grain, tree bark, a bit of crisp hop oil but the beer definitely reads as both sweet and savory with a lot of earthiness. The body is crisp, lively coats the mouth well. It comes across as very full bodied for such a light beer, which I really liked, the finish is nice, a bit prickly but quite smooth. Verdict: An interesting experiment, but I'm not sure this one really works. The maple presence is very soft and mild and doesn't really compliment the wheat, but it's saving grace is that the beer is quite refreshing. A rare blemish on Lawson's fine record of producing great beer."
877,97487,UCLABrewN84,"Bottle pour at mrbubbler's tasting. Pours a murky orange with a foamy off-white head that settles to a partial film on top of the beer. Small dots of lace form around the glass on the drink down. Smell is of malt, wheat, spice, and yeast aromas. Taste is much the same with yeast and spice flavors on the finish. There is a mild amount of yeast bitterness on the palate with each sip. This beer has a lower level of carbonation with a slightly crisp and medium bodied mouthfeel. Overall, this is a pretty good beer but there is no real noticeable maple presence in the aroma or flavor."
879,97487,LittleDon,"Hazy golden with small head. Grainy aroma with an unusual funk, possibly due to the maple? Lots of carbonation and very light bodied. Flavor is also very understated, cloves, bananas, grain, but very light. Finish is dry and clean. I could not detect any signs of maple."
884,97487,scotorum,"Six ounce draft at the Prohibition Pig pub in Waterbury Vermont, with dinner. a: Clear amber with a finger thick white head which shrank away to a thin surface foam film. t: To be honest, I only had a few sips of this, it was ordered for my beer-hating wife in hopes the maple flavor would appeal to her, while giving Curious George (me, my name was changed to protect me from warranted lawsuits) a chance to try another Lawsons offering. Maple flavor was almost non-existent, although the color was maple syrupish and there were subtle undertones of such. However, I liked it well enough, and she did actually drink most of it, which is no mean feat for a brewer to get my wife to do. So kudos to Lawson's, who probably had the wisdom to recognize that maple syrup and beer naturally do not mix very well flavorwise. m: Light to moderate. Quite smooth. o: Seemed like more of a low-hopped pale ale with a hint of maple flavoring than the wheat beer dominated by maple syrup which one might expect. But it's an interesting and good-tasting brew. Perhaps it should be renamed Lawson's Lawless Liquid or Moonshine Through A Maple Tree or The-Beer-Scotorum's-Wife-Actually-Drank-Five-Ounces-Of or something else which might make it irresistible. It may be too good to just call it what it is."
893,276550,curtis6290,"I found this to be a very mediocre beer, but solid from Grimm. Better than the average can or beer that you find around the city, but doesn't stand out to me."
901,276550,JerzDevl2000,"Bought this from Other Half a while ago and finally got around to it tonight. No date on the bottom this particular can though I realize that was over 4 months old by the time I cracked it open. Amazingly smooth and easy to drink, this easily ranked among the upper echelon of Other Half's offerings, which would be saying quite a lot! The pour to this was solid - murky, apricot, and topped off with a light and long-lasting spider web of a head. Not a lot of lacing was left behind though as there were only a few spots that remained on the side of my teku glass. Dank stone fruit, tangerine pith, and pineapple were in the nose with much more of those in the taste. Smooth and juicy, the citra could easily be felt from the first sip as the other, softer hops combined with the oats and alcohol to give this a muddled, depth and murkiness that lied underneath the surface. That slowly transitioned into a creamy sweetness as the lactose took hold, almost making this feel like a dessert beer when all was said and done. A light amount of carbonation ensured that the bubbles would stay in the background to odd-but-pleasing flavor profile of this brew that grew on me as I worked my way through this. This had enough alcohol in it but it wasn't too overpowering or a detraction. Rather, the heft of it enhanced the chewy mouthfeel and full body that this carried, down to the lingering slickness and sweetness that was oh-so-pleasing. What a winner here and a pleasure for those who love nuanced IPA's. Oats and spelt are great if used right, which was certainly the case here!"
908,92925,ChaBrah,"Sucks, just sucks. This has nothing on DogFish which is located pretty close by in the neighboring state of Delaware. This beer taste like its been brewed with penny's and skunked in the sun for months. Not impressed at all. For a beer that claims to come from Ocean City, MD yet its BREWED in Baltimore this is a scam. Cool name shitty beer, sad use."
909,92925,ThisWangsChung,"12 oz bottle into a wine glass. Appearance: Pours a murky chestnut color. The head is a finger high and off-white in shade. Its creamy texture retains fairly well, leaving a nice collar behind, as well as some lacing. (3.5) Smell: From first whiff, I can immediately tell these brewers were influenced by Schlafly's pumpkin ale - and I can't think of a better beer to be influenced by. I'm picking up plenty of vanilla, brown sugar, and molasses; while auxiliary notes of cinnamon and allspice stay in the background where they belong. There is a slight gourd character, too. One of the better pumpkin beers I've encountered, at least on the nose. (4) Taste: Aye...it didn't translate down to the taste buds that well. It starts off with that vanilla/brown sugar/molasses trifecta the nose indicated; on the other hand, the back end sees an upsurge of strong cinnamon, allspice, and nutmeg. Once the palate properly adjusts to all the spicing, I'm actually starting to pick up a solid pumpkin flavor. After half a bottle, I finally start 'getting' this beer: it tastes less like pumpkin pie and more like...well, actual pumpkin. This deserves good marks for nailing the style guidelines quite well. It's not a glorified pumpkin soda, it's not a desserty pumpkin pie in a glass, it's just a beer with pumpkin and some spices (this is a compliment). (3.5) Mouthfeel: Despite the fuller body, it leans closer to dry than lush. No doubt, this is all helped by its decent carbonation...maybe TOO decent? At first, the drinkability is somewhat daunting thanks to the powerful spicing; after opening up, it becomes quite easy to down. (3.5) Overall: Oh man. If only this beer lived up to the aroma, it could have really given Schlafly's pumpkin ale a run for its money. Still, it's a rock-solid pumpkin ale, one that walks all over the lesser examples. Very well done, but it won't convert pumpkin ale haters thanks to its hefty spice characteristic. (3.5) 3.6/5: Solid pumpkin ale...but if only it tasted like it smelled...if only..."
910,92925,Bierleichen,"Very smooth, great balance of spices and pumpkin flavor without over doing it. very good beer."
912,92925,woodychandler,"My local, in-person trader, tone77, dropped this off for me recently, thus ensuring that my year of the pumpkin is not going to ever end. I like the style, but as with all styles, not all beers are created equal. From the bottle: ""Obscenely Fresh""; ""Hand Crafted""; ""If you drink like a fish swim home, don't drive - Fin City cares about you ... Drink responsibly!""; ""A tasty Brown Ale made with American malts, 100% real pumpkin, molasses, brown sugar and spices."" I will say this for it, following an initial pour - it smells pretty good! Once I had it all into the glass, I was looking at just over a finger of rocky, tawny head with decent retention. Color was more of a hazy orange (SRM = &gt; 17, &lt; 22) than a brown ale as noted on the label. The nose was intensely sweet with the molasses and brown sugar really taking the lead. I am curious as to how this will play out as I am not usually a fan of sweet anything, but conversely, I have had some pumpkin beers that were spiced to the point of saturation and I did not like them, either. Some nice lacing formed as the head fell while I was typing and so it was time for my first draught. Mouthfeel was medium and I was definitely getting cinnamon and nutmeg in the mouth, but the sweetness was there, just not in a cloying state. Hmmm. I was finding it quite quaffable and it was going down the hatch rather quickly. The finish had a pleasant dryness borne of all of the spices. It was not alum dry, but it was nowhere near as sweet as the nose had led me to believe."
913,92925,tone77,"Poured from a brown 12 oz. bottle. Has a pretty mahogany color with a 1/2 inch head. Smell is bursting with spices, some pumpkin. Taste is good, milder than the smell. A bit of pumpkin, some nutmeg, tasty and easy drinking. Feels medium bodied in the mouth and overall is a pretty good beer."
920,92925,DRBiser,"Pours a dark, murky amber. Perhaps a touch light on the carbonation but otherwise having the appearance of a rich ale. Light ring of bubbles that quickly fades Nose is toasted malts. Nothing special here but I'm actually glad I'm not blasted by spice, clove et al This is a nicely balanced pumpkin ale... I am not the type who usually likes the pumpkin-pie spiced out beers, but this one is balanced nicely. This dude won contests with this brew for a reason; the Madagascar vanilla beans and 100% pumpkin shine through, and using reserve with the spice has thing thing tasting more like Pumking than any other bollocks out there... The flavor is balanced in such a way that you can put down a few of these. It's a solid brew that i'd have again and recommend to all"
922,125646,jrenihan,"Lovely stuff. Orange and peach, a touch of passionfruit, a bit of a oily, herbal flavour. Pretty mild bitterness. Malt is very restrained. Creamy and smooth, alcohol very well hidden. Beautiful. A real pleasure to drink."
923,125646,thetravelguy01,0%
926,125646,kevanb,"16oz can, purchased from the Brewery, not sure the date, but known to be very fresh. Poured into a Tree House snifter glass. Enjoyed on 3.20.17, reviewed from Tasting Journal. The beer pours a very turbid golden color with orange hues that is very reminiscent of a glass of orange juice. A thick finger of white head rises with good retention and lots of spotted lace. The aroma is very nice, lots of citrus, orange and grapefruit with some tropical pineapple, a bit of wildflower, sweet yeast, pale dough and some dank pine at the finish. The flavors really explode, lots of bitter pine up front, grassy hops, hop spice, grapefruit peel offer some more spicy bitterness with some refreshing tropical fruit juice with a sweet finish, pale grain, lightly yeasty. The mouthfeel is great, coating, creamy, medium body that has nice life to it with a dry and bitter finish. Verdict: A very nice DIPA from Tree House. Refreshing, bursting with flavor, well balanced, and as it warms, some pleasant bitterness comes out to contrast against the sweeter nature of the this beer which is much needed."
928,125646,HopHunter19,"A - nice murky golden orange amber color with a thick white head that sticks S - big peach, pineapple, mango, papaya, passion fruit, very ""soft"" smelling T - peach, papaya, mango, passion fruit, again very soft tasting. Little bit of hop resin/grapefruit. Has a creamy flavor it their too. It's like the whole milk of beer. M - light to medium mouthfeel. Very soft feeling. Alcohol completely covered. Feels more like 4-5% alcohol if that. Aftertaste is is peach, passion fruit, papaya. O - amazing. It definitely brings me back to when I first tried sap and Julius. It showcases that ""Tree House flavor that really doesn't exist anyplace else."
929,125646,Radcpa,Very cloudy straw appearance with white head that disipates quickly. Nice balanced aroma of citrus and hops. Taste is also a very smooth balance of hops and citrus.
934,125646,Skipjack,Had this recently . Overall another tree house masterpiece.
943,125646,Rristow,"Tasted from can. Pours a cloudy gold with thick rocky white head. Incredible fruity aroma. Lots of orange with some grapefruit and lemon. Incredibly balanced. Flavors of orange, peach, grapefruit, pineapple with some floral and resin notes. Extremely drinkable. Incredible IPA."
946,279907,aleigator,"Pours a clear golden-orange color with a big, fluffy, stable white head. Offers a very intriguing hop profile on the nose, with a gentle diversity between herbs, grass, orange and lime zest. Got a nice sweet note from toffee malts, nicely adding to the juiciness of the fruits. Very refreshing, light bodied, well balanced with a soft effervescence and a challenging, perfectly integrated hop bite at the back end. Tastes of toffee accompanied lime zest, immediately establishing a hoppy dryness, thriving more complexity from a supportive grass note. Offers a short mineralic hint during midpalate, enhancing the hop presence in this, while the malts grow more profound as well. After the swallow this turns immediately surprisingly bitter, the hops now officially dominate the flavors with just a light note of sweet toffee cutting through. Very well made pale. Its hop flavors are challenging and diverse, while keeping everything in great balance. Can drink this all night, and it pairs very well with hearthy food."
947,279907,spacecake9,"A - Pours a golden orange color with a thick white foamy head. S - Very nice citrus aroma. T - Citrus up front with just the right bitterness on the finish. M - Medium mouth feel and carbonation. O - I'm very picky about Pale ale's because I prefer the stronger flavors and aromas in IPA's and DIPA's. But this is a good one, just enough citrus and bitterness. For some brewers, this would be their flagship IPA."
955,279907,Hopheadjeffery,"Tasted in a Spiegelau IPA glass from a one pint can on May 6, 2017. Canned on 5/03/17 so super fresh. Look is light gold with a two finger head and lingering lacing. Smell is citrus, melon and dank hops. Taste is citrus and pine. Feel is light to medium in body."
956,279907,JeNSaYGooDByE,"L: Light golden (a golden hay / straw color). Good two finger head on an aggressive pour, with tight bubbles. S: Smell of faint citrus with notes of pineapple and melon with a side of dankness. All pretty light in scent, Wish it was more in my face (or perhaps nose) T: Good upfront flavor that dissipates quickly. Taste of light (water down) orange / lemon, perhaps a bit of a rind flavor and hitns of pine. F: The dryness almost drinks more like a IPA (in a good way) packs a good mouth feel without being too heavy or too light. Light carbonation, but it works for the style. O: Decent APA but am still looking for more the earlier Hop Butcher flavors such Alemerica the Beautiful."
958,125646,Wasatch,"Thanks goes out to colby600 for this brew, again. 16 oz. Can Canned On: 07/20/17 Poured into a Tired Hands glass a very nice hazy yellow color, very nice carbonation, with a very nice thick/creamy one-finger plus off-white head, which also leaves some very nice creamy sticky lacing behind. The nose is hoppy, malty, very nice citrus complex (orange, tangerine, peach, grapefruit, lemon), with some nice diesel like. The taste is very nice hoppy, malty, very nice citrus comple (orange, tangerine, peach, lemon, grapefruit) nice diesel like. Medium body, ABV hidden very very well, with a very nice little dry/bitter finish. Overall, this is a very very tasty brew. Addictive! MilkShake! Thanks Bill!"
959,125646,captaincoffee,"Fresh can from the brewery. Super excited to get this on the random day I was heading to TH. I was surprised how similar this is to Julius. Pours a very hazy pale orange like watered down orange juice. Medium head that has very good retention and tons of lace sticking everywhere. Unlike some murky NE IPAs, this remains bright despite being super hazy. Nose is slightly bigger than Julius, but still didn't quite match what I expected based on what I'd previously heard. Nice orange zest, some tropical notes, and certainly yeastier than I expected. Taste is a little bolder with durian being the main fruit I get. Plenty of citrus and again that yeasty note. Mouthfeel is really pleasant and soft while still popping on the tongue like citrus pop rocks. Overall, a great beer that didn't quite match the hype but was still a great experience."
963,125646,Greyvtrayn,"Canned 8/1. Deep orange with an inch and a half head that left nice lacing the whole way down the glass. Smell was a bit muted from what I was expecting but you get a nice nose full of papaya and peach plus a hint of grass/onion. Some orange comes out as well but more so from when it is in the can than the glass. Tastes of pine, grapefruit, melon with a bitter backbone. Remarkably smooth despite the bitterness, very soft, modestly carbonated. No way you would know this is 8.2%. No doubt one of the best beers I've had in my life. TreeHouse is a hike for me but, this one was well worth the drive! If you have it, treasure it. If you don't, make the effort to get your hands on this."
969,47604,BucannonXC5,"Type: 22-oz. bottle Glass: Modern Times pint glass From: Hanson’s Market in San Clemente, Calif. Price: $4.29 Purchased: July 7, 2014 Consumed: July 10, 2014 Misc.: Tons of foam poured out of the beer after I opened it Poured a honey, orange, hazy color with six fingers of frothy, off-white head. Above average foamy layered lacing along the sides of the glass. Good-to-great retention on the top all the way down. Smelled earthy rye hops, wet Cascade hops, cantaloupe, sweetened iced tea, green peas, light asparagus, broccoli, corn chips and some caramel notes. Tasted a tad better than the smell, but still not that great. Got those earthy rye hops again to lead. Also buttery notes, cantaloupe, lemon grass, honey, sweetened iced tea, citrus hops, caramel, cough drops, lemon and some vegetable notes. Felt like a kind of cheap taste, but grew on me as it went down. Medium-to-light body. Oily texture. Average carbonation. Long, smooth finish. Could hardly taste the alcohol. This rye IPA really grew on me. Not too bad and a great value for the price ($4.29)."
992,47604,Aaron_Ramson,"Cloudy orange amber color with thin head; nice spiderweb of lacing left on glass mug. Nose of sweet juicy fruit gum ending on a botanical spiciness. Spicy kick of rye is up front on the palate with resiny, grapefruit and pine hop flavor. Ends on a sweet caramel and chocolate note. Aggressively carbonated with a medium thin mouthfeel."
1027,47604,DefenCorps,"A mildly hazy orange amber with a dense, off-white head, this is a decent looking IPA, The nose is quite solid, a moderate rye character along with some grapefruit and pine hops, this also has some tropical fruit character. Malt character is mild, a little bit of caramel is present. The rye is rather bready too. The palate opens with a blend of rye and grapefruit and a little bit of chalk. Bitterness is moderate, and there's a pleasant blend of fruit and pine. A touch of soap as well. The mid-palate is where the rye comes to play, rather spicy and bready. Sweetness is medium- medium-low with some honey present. Moderately drying and mildly bitter on the finish, there are lingering flavors of fruit and pine, this beer is a little watery. Solid"
1028,47604,maximum12,"Thanks to kyle2k10 for this bottle, one of about 98 extras from his box that I'm working through. 22 oz. bottle split with my wife after a good dinner out for my daughter's birthday this week...& watching my Twins get crushed. Again. Still. Plus, it's snowing. In mid-April. /end news feed. Pour is a dull orange that's about fourteen percent occluded; not quite cold filtered. Lowly carbonation. Nose is extremely earthy, mixed with tablespoons of lemon & citrus & orange. I'd say: appealing. Rustic Rye IPA is like biting into a piece of South Dakota farmland. Earthiness crosses into a swampy with dry, brittle windblown leaves in the mix. Mid-palate the hops arrive in good humor: pine, citrus. Orange, even. Finish is a sweeping, gentle bitterness & a final herbal potpourri. Half a bomber of this will do just fine, thanks. This veers towards saison territory...well, not real close, but much closer than most beers with 'rye' or 'IPA' on the label. Best thing one can say about the beer is it's...interesting. Pretty good beer."
1032,276550,Meyers1023,"Was lucky enough to have this both from a can and on draft. Absolutely amazing! It is a cloudy orange color with just about a fingers worth of foamy white head. The smell knocks you back as soon as it is poured. Full of candied citrus fruit with a small amount of dough and alcohol to finish off the nose. The flavor is a huge juice bomb upfront before easing into a bit of bitterness to even things out. The feel is a little thick and smooth from the oats and lactose. Again, an outstanding collaboration from two of the better IPA makers!"
1050,104824,Chriscrundwell12,"12 oz bottle poured into a Toppling Goliath Snifter Batch # 75 A- Pours a one finger dark brown head that dissipates to a thin brown ring around the glass. The color is dark black, cannot see through it. S- The aroma is big bourbon up front. Really nice, alcohol is very present. Slight dark fruit notes, but the bourbon takes over completely. T- Tastes ver much the same as it smells. The alcohol is very present. Really hot, could use some time to mellow out. Vanilla, brown sugar, really sweet. M- Silky smooth finish, big mouthfeel. The alcohol is very present but still goes down pretty smooth. O- Really impressed with this one. If you love big bourbon characteristics then this is the beer for you. Really impressed with Pipe works. Every beer i've had from them has been amazing!"
1063,104824,MNishCT77,"12 oz. bottle purchased at West Lakeview Liquors in Chicago, IL; unknown bottling date but batch #75, shared with my wife over an hour while playing Uno A: 3/3 - deep dark brown-to-black with some purplish hues around the edges; initial small amount of carbonation settles into a lack of head (expected for a barrel-aged beer), big alcohol legs (again, to be expected at 12% ABV) S - 10/12 - Buffalo Trace bourbon notes - vanilla, tobacco, leather - with some background dark malts of the base milk stout; big alcohol aroma as well T: 17/20- the barrel-aged qualities are front and center on this one and complement the aroma - again, intense vanilla and brown sugar sweetness; in the middle of the mouth, the sweetness continues to lie within and, for me, becomes a bit overpowering (albeit my wife loved it); still it finishes with little residual sweetness; although it doesn't taste like 11% ABV, it definitely brings the heat like that Asian sugar baby wouldn't M - 4/5 - the wood-aged and bourbon presence is thick on the tongue with alcohol; low carbonation per style O: 8/10 - never had a milk/sweet stout barrel-aged before so kudos to Pipeworks for venturing out; as much as I love the notes from the BT barrel, it's too sweet for my tastes, but, for the right person with the right food or other accompaniment, this could be a great dessert beer to sip in front of a fire or in bed; not a bad deal either for $7.99 TOTAL - 41/50"
1080,97487,bonkers,"Thanks to my cousin Jeff for picking this one up for me. Pours a pale straw with a big foamy head. The aroma is sweet, with lots of spices. The beer taste like a below average wheat beer, some bubble gum, a little spice. I do not taste any maple. The beer is light, effervescent, and easy drinking. I was expecting more out of this brew, it was graded so harshly due to it lacking any maple flavor at all."
1081,97487,plaid75,"On draft at Prohibition Pig, Waterbury, VT. Poured a hazy bright straw hue with a one ginger got white head. There was good retention and lacing. The smell was devoid of any maple element and essentially left me with some wheat spice and weak esters. The trade was likewise bland, with maple to be had. The mouthfeel was toward the lighter side of the style. Overall a poor beer considering the expected maple element."
1093,125646,KensWorld,From fresh 16 oz can. For a North East DIPA where's none better then this! Overall a near perfect beer.
1097,125646,sulldaddy,"Sampling my first Tree House beer. Excited to check out the hype and experience the brewery. Have some cans of other examples waiting for me. Pouring the can cold into a snifter, the beer is a cloudy orange juice color with no light passing through my glass. A bleached white creamy head of 2 cm rests on the surface of my glass and remains as a sturdy surface layer throughout the sampling. The foam leaves dense lattice on the sides of my glass after each sip. Aroma is lots of fruit with some peach and apricot mixing with grapefruit and some orange as well. A little bit of rindy pith scents but otherwise fairly sweet and fruity on the nose. The first sip reveals a light body with very tingly carbonation and a smooth texture. The beer drinks very easy and is physically no challenge to consume. The flavor is all hops with lots of fruit notes throughout the sampling. I get hits of peach and grapefruit and then the middle is pithy citrus rind and slightly bitter flavor. This gives way quickly to a very orange flavor that is fairly sweet and lingers citrus on my palate. I do get sort of bready and creamsicle flavored burps occasionally but I dont get any detection of the 8.2% on the can. Very drinkable brew and definitely depicting juice characteristic throughout the stages of sampling. Definitely worth trying if NE IPA/NE DIPA is your thing, but also pretty enjoyable for anyone."
1105,252952,Lone_Freighter,"Poured into a mug, the appearance was a deep muddled burnt orange color with a thin cap of a white to off white foamy head that dissipated fairly quick. Moderately concave lacing hit the sides decently. The aroma starts off caramel and toffee malty sweet with some grassy sweet to bitter hops balancing in nicely. Slight dried clean earthiness. The flavor balances nicely between the earthy and grassy hops to the clean sweet caramel, toffee and bready malts. Very clean and nice. Superb clean malty aftertaste with a touch of nuttiness. Quick semi-sweet caramel-esque finish gracing a touch of the grassy hops. On the palate, this one sat about a light to medium on the body with a nice sessionability about it. Mild carbonation yields to the grassy hop bitterness having enough harshness. Overall, good Oktoberfest that I wouldn’t mind having again and perhaps with some soft pretzels and spicy mustard or even some bratwursts. Definitely a food beer."
1108,252952,Brad007,"Purchased in cans at the brewery. Pours a nice orange-gold hue with thin head into my glass. Sweet, crisp malt greets the nose. Fits this cold evening well. Grainy, chewy and sweet. Overall mouthfeel is about the same with a slightly dry finish. Fans of oktoberfest/marzens should definitely get this while it lasts."
1110,328688,Ronl12,"16 oz can into IPA glass. No date. Beautiful golden haze look. Nose is light citrus tropical fruit. Taste follows nose more cantaloupe and papaya. Feel is medium and creamy. Overall a very nice NE style IPA, not big juice bomb so its a nice change of pace. Would buy again."
1114,328688,swenny916,"Pours an opaque orange. About three fingers of white head after an aggressive pour. Very fruity on the nose. Citrus is what stands out. Taste has lemon and cantaloupe. Not sour by any means, but the lemon stands out to me. Very smooth and light. Easy to drink and a beer that could be the start of a nice session."
1116,328688,Packageguy,"Lemon drop hops? Lemony, minty, and herbal...yeah, that's what I'm getting. Definitely a little different than other Vanished Valley ales. From the color, to the taste, to the abv, everything about this one says, ""light and bright."" Seems perfect for a sunny summer afternoon...or, an unseasonably warm late winter day. I can't help but wonder about the name; is it a play on Seven Up? Maybe. A session ale? Crushable? Yes and yes. As I got to the bottom of the glass, it dared me to not have another one...which I did."
1119,125646,SPLITGRIN,Smell of pineapple and mango juice. Almost like drinking a blend of grapefruit and orange juice. Creamy body turns a bit dry in the finish. This is a lovely brew with almost no hop protein burn. Worth the hype.
1125,47604,AlexFields,"Pours a fairly clear, dark amber, nice head, solid but looks pretty plain though. Smell is pretty fruit, some oranges and grapefruit, but fairly sweet and malty, not aggressively hoppy. Some rye spiciness too. Taste is fairly bitter, not as much citrus as on the nose, lots of rye spice again and even more sweet maltiness. Pretty good but needs more hop and less malt. Lots and lots of fizzy carb, pretty full body, good mouthfeel overall. Good beer! Not remarkable but a solid rye IPA which is a style I always like. 6.8/10"
1127,47604,gusman61,"It is a happy beer. It lightens your spirit. It would be good morning fishing beer. I stumbled upon a nice Irish pub (gallagers) in Huntington Beach and was turned on to this. We were Not disapointed! After having visted a pub that served bud and the like, I was very happy with this find!"
1128,47604,Nixonbrew,"Got this at the ABC market next to Disneyland. Always enjoy a good Rye PA so thought I'd give it a try. Brewery in Fullerton, just up the road from the Magic Kingdom. A - pours a clear golden with a copper hint. Good carbonation and inch thick head of large bubbles that last for a short period and then disapate back into the beer. S - After a day walking around Disneyland this is the grand finale of the day. Excellent hop aroma. Fruity, citrus, grapefruit and a peppery smell T - Tastes as I imagined. Balanced hops, malt, rye fruitiness and pepper with a smooth bitterness. Tastes like a homebrew I made but drier. O - Worth the price to try a local brew made by a homebrewer recently turned craft brewer. Wish I could try more from Bootlegger's."
1133,47604,PintOHops,"Glass - Mug A - Bronze like color with a big Lager like head that looks pretty loose. Head retention was quite good. Tiny bubbles can be seen slowly rising to the top. Nice splashes of soapy lacing. S - Toasted sugars, molasses, caramel and a touch of rye. Herbal and orange hop characteristics are there but don't jump out at me. Seems balanced and drinkable. T - Pleasantly surprising orange/tangerine thing going on. Bold herbal and resinous hop flavors through and through. Moderately sweet with just a touch of rye bread. Finishes very bitter and dry with lingering resinous hop flavors. M - Full bodied with moderate carbonation and slight chewiness. O - I gotta say that i'm pleasantly surprised by this beer. Rye didn't jump out at me, but i found the beer to be a satisfying IPA, filled with resins and bitterness. Inviting look, and the price is outstanding. I picked up a mixed 12pack for $14, and can't wait to try the rest. I say try out the mix pack for sure. I'd buy again. Cheers!"
1134,47604,JosiahS,"a: Slightly cloudy dark straw color. 2-3 finger foamy off-white head that looks like it will stick around nicely. s: Smells of lemon rind, flowers, light tree sap, papaya, mango and grain. t: hoppy lemon, flowers and papaya up front and mid pallete. At mid pallete a nice toasted malt comes through. Finishes somewhat clean but with a small bitter sting. m: Approaching full-bodied, medium carbonation. o: A pleasant surprise from a local brewery."
