beer_id,username,text,score,name,style
20762,bshefftz,Had another one of these from 2015 that confirmed the rating - an excellent and unique barleywine with a big hop sweetness going head to head with the hop bitterness. Very enjoyable.,5.0,Doggie Claws,American Barleywine
20781,hmbse7en,Brew Free or Die > Sculpin.,5.0,Brew Free Or Die IPA,American IPA
20807,Kemmerlin,Appearance: Very dark almost mistaken as black but very appealing. Smell: Has chocolate and coffee aroma's. Taste: Very chocolatey taste more so than most chocolate stouts I've tasted. Mouthfeel: A little grainy but still went down well. Drinkability: It was hard for me to put it down.,4.77,Chocolate Stout,American Stout
20897,jwc215,"11.2 oz. bottle - Best by ""25 01 09"" printed on bottle: Pours black with ruby highlights when held to the light. A creamy tan head has nice staying power and leaves lacing on the glass. The smell is of rich, lightly roasted espresso beans with a chocolate touch. Subtle fruitiness lends depth and complexity in the background. The taste is mocha coffee/espresso. Chocolate notes complement the rich coffee taste. Neither too sweet nor too bitter this is wonderfully balanced. A superb roastiness is not overdone - just right. It has a rich fuller side of medium body. Velvety smooth. This is a great brew. An exceptional accompaniment to breakfast or brunch. It has a great drinkablilty for a coffee flavored English porter! A coffee and beer-lover's delight!",4.92,Coffee Porter,English Porter
20905,SheaDawg,"Wow! I really don't understand all of the reviews reflecting a ""mediocre"" beer. Pours very dark with very little head. The taste is subtle in respect to a stout. Easy on the palate. Very light. Very light hint of cocoa. Smooth and easy beer. If people are of the opinion that it has to have a SUPER COMPLEX taste to be a great beer, then they have forgotten what beer should be. This is a great beer!! Pure and simple excellent stout!",4.54,Lump Of Coal Dark Holiday Stout,Foreign / Export Stout
20931,OliverWilde,Drinking on a 2 year old bottle that is maintaining a perfect head in my tulip glass. Perfect hoppiness. Best beer in the 10 ABV range I've had.,5.0,Old Ruffian Barley Wine,American Barleywine
21100,yuenglingfan101,Nice dark black coldr like a beer should be. A thick tan head that dissapates quickly. Smells and tastes of chocolate and vanilla. Smooth feeling in the mouth for as strong as it is. 11%. Overall an excellent beer to drink and share with your friends,5.0,Oat (Imperial Oatmeal Stout),American Imperial Stout
21166,jkworrall,"Meticulously crafted with pure maple syrup and the highest quality chocolate and crystal malts. With it's big, malty and complex character, it is a strapping, bolder version of their wildly popular Maple Nut Brown",4.85,Imperial Nut Brown Ale,American Brown Ale
21296,BrownAleMale,"Bomber bottle poured into a spaten pint glass. Appearance- A mahogany hue with red highlights. One finger of foamy white head. Head disapates into quarter inch with beautiful lacing. Smell- Definitely a lot going on but very very feint. Roasted nuts and sweet fruit. Taste- Where the smell lacked, the taste made up. Beautiful nuttiness with a sweet finish. A slight warmness from the abv. Mouthfeel- Nice smooth almost light feel. Even though light, the integrity of the doppelbock stays in tact. Beautiful light carbonation. Overall- One of the very best doppelbock's I've ever tasted. Definitely the best from the usa by far.",4.89,Smuttynose S'muttonator (Heritage Series),German Doppelbock
21300,RBorsato,"Dark dark brown with ruby hues, a nice full creamy tan to light brown head, and decent carbonation which leaves some lace rings. Dark chocolate and roasty aroma; espresso like coffee character. Dark chocolate flavors dominate with a roasty coffee bean finish in the Robust Porter style. Medium bodied and smooth with a dry roasty finish. Quite possibly the best Sam Adams brew I've ever had !! Nearer a Robust Porter in my book. Per Label: ""Roasted caramel and Chocolate malts"" & ""Noble Bavarian hops"" Per BBC website: OG 14 P / 1.096 SG 191 cal 4.9 ABV Malts: 2-row Pale, Munich, Weyermann Dehusked Carafa Hops: Spalt Spalter Purchase Before: 09/05 (notched) Tasted: 06/26/05",4.92,Samuel Adams Black Lager,German Schwarzbier
21324,davisrs,"NOTE: I compare all other beers to Sierra Nevada's Pale Ale; there may be better out there, but many that are worse. This gives a full 3 finger aromatic head that lasts. The color is a copper medium light amber. There is plenty of aroma from malt as well as floral piney hops which seem like they will never end. There is plenty of taste from hops which is a distinct citrus/pine. Bitterness is full throughout the palate with a hint of malt which offers a smooth finish. They claim 60 IBUS. I believe it! Overall, love the full, rich flavors, and aroma. Unfortunately, this beer has a fairly local distribution here in PA.",4.83,Hop Hog India Pale Ale,American IPA
21337,jocques,An all time favorite for the wife & i,5.0,Decadent Imperial IPA,American Imperial IPA
21363,bbeerman,"A.. Beautiful dark brown with a good amount of thick head. Lace remains throughout. S.. Various fruit notes as well as cloves perhaps. Sweetness without being candy sweet. T.. Subtle and very complex fruit flavors. A maltiness that was not expected but us beautiful; not a bread-like malt flavor, just a delicious flavor. I am almost speechless. M.. Easiest high ABV beer I have ever enjoyed, this one goes down smooth and quiet, despite being above 10%. O.. Perfection.",5.0,Odyssey,Belgian Strong Dark Ale
21466,Jpottersls081,"Excellent beer, starts out smooth just the right amount of raspberries, will keep you warm on a chilly November night, raspberries from start to finish, not overbearing on the alcohol or raspberries for an absolutely knock your socks off ABV of 15-18. I have two bottles I will cellar for a few years, my guess is it will mellow and strengthen, can't wait to see. I shall review again.",5.0,Fort,Fruit and Field Beer
21690,snewman1209,"Hate to say anything is worth the hype, let alone a 3 hour wait, but alas, it's bomb. It is.",5.0,Pliny The Younger,American Imperial IPA
21804,Avagadro,"A: pours light copper and surprisingly clear, this brew has to be poured vigorously in order to rouse a head. Carbonation is not visible. S: bouquet is well presented, with sweet notes of vanilla, caramel, and figs. T: sweet body, heavy fruit notes, and lots of caramel combine in this heavenly concoction. M: very full body, slightly solventy, and no carbonation. D: a rich experience for sure, this brew is meant for the courageous. Definitely worth a shot, as it is a great companion to their barley wine offering.",5.0,Smuttynose Wheat Wine (Big Beer Series),American Wheatwine Ale
21822,josanguapo,"From Mikkeller Shop. In Teku glass. Watching Looper. Amazing in all aspects. Thick, with a delicious dark fruits profile. I found myself drinking it in small sips so that it never ends",5.0,Imperial Stout,Russian Imperial Stout
21950,13th-Apostle,My first review has to be my favorite beer. The best beer I ever had. Great from look to smell to taste. Drove far and wide to get my W-N-B!,5.0,W-n-B Coffee Oatmeal Imperial Stout,American Imperial Stout
22042,rajendra82,"Last year, the Rye² was my favorite Monster beer from Terrapin. That was at the Taco Mac pint glass poured with no head, and served too cold. Now that I can get this in bottles, it was time to give the beer the proper serving treatment of a Tulip glass at cellar temperature. The beer came out cloudy peach in color, with a small head that was beige. The smell was very citric hops, with a tinge of spice. From the first sip, the hops were clearly in command here, just as they are in the little brother Terrapin Rye Pale Ale. There was also a lot of sweet malt that was just short of syrupy. The thick body provided to be a good hop delivery vehicle, although it was not as tongue coating as it could have been. This was certainly more in the mould of a classic DIPA when compared to the Big Hoppy Monster. The sweet, hoppy, and spicy, flavors never quite dominated as they do in some of the big West Coasters. Very easy to drink despite the 8.5% ABV. Purchased on the day of the release 13 April 06. The best by date says 26 September 06, but I doubt itll be as good in five months as it is fresh.",4.87,Terrapin Rye Squared,American Imperial IPA
22189,Rfortier,Great surprise when I ordered this at a restaurant. Great bitterness and nose. Can't wait to have more.,5.0,Bengali Tiger,American IPA
22193,JNPIII127,"Generally a very interesting beer that defies being categorized. Sweet flavor with a vey mild hop taste. As compared to to other offerings by Six Point, this rates right up there with there best. An overall excellent pilsner.",5.0,Sweet Action,American Blonde Ale
22227,brewseidon,One of the greats. The beer that will give you a taste for sours. Malty Belgian style sour with cherry notes. MMMMHH MMMH MMH. DELICIOUS. Always a must at any beer fest in the west.,5.0,Supplication,American Wild Ale
22257,nortmand,"Bought spring of '05 Deep amber brown pour with a fluffy tan head. Sweet chocolate smell. Lemony alcohol presence. Rich chocolate flavor.Some roast near the end. Leaves a slightly bitter coffee flavor aftertaste. Nice even natural carbonation, very drinkable and nice. Although I love the new sour beer direction of Jolly Pumpkin, this brings back fond memories of their early days.",4.97,Maracaibo Especial,American Brown Ale
22343,mbrooks63,"In truth, I am not usually a beer drinker, but this brown ale is outstanding. The toasted pecan taste is amazing!",5.0,Southern Pecan,English Brown Ale
22352,SheaMcGinnity,"Other than Tank 7 from Boulevard, this is my favorite beer. Smooth, delicious taste and provides quite the kick to the face.",5.0,Maharaja,American Imperial IPA
22357,MrHurmateeowish,"12oz brown bottle obtained at Shaw's (7.49$/sixer) best by October 2009. Pours a hazy golden yellow body with a half inch of short-lived off-white head. Smells really good - lemon, orange, a bit of pith, a touch of spice maybe? Tastes sweet and fruity, with orange and lemon at the forefront, some pith, and a touch of caramel toward the middle to finish. Aqueous mouth-feel with moderate carbonation. Goes down way too easily, even for the style. An extremely decent American wheat. Another slam-dunk for Smuttynose! And for the availability and price down here, I can see myself drinking an awful lot of this beer this summer!",4.67,Smuttynose Summer Weizen,American Pale Wheat Ale
22381,Babalu614,"Poured from bottle to snifter. Poured dark orange with slightly carmel aroma. Very smooth going down with a great taste not too hoppy.. I cant believe it is 12%! This is by far my favorite beer. The price keeps going up, last year I could get a 4 pack for 16 bucks, this year i cant find it under 19!",5.0,Dark Horse Double Crooked Tree IPA,American Imperial IPA
22387,twistwrist,Can't go wrong with Lagunitas. ever.,5.0,Imperial Red Ale,American Imperial Red Ale
22452,palliko,"Yesterday I toured the Odell Brewery with brewmaster/owner Doug Odell personally doing the honors. If you get to Fort Collins, it is worth your time. A beautifully set up, organized and well-run first class operation! Bins full of imported English malts, a huge variety of hops and all the bells and whistles. They have 5 Barrel on tap, in both nitro and carbonated forms - so I had a growler to go! I liked the creaminess of the nitro, but knowing it would go flat, had a mixture poured into my jug. It travelled will, and still has plenty of fizz! It was worth the drive! There are a half-dozen hops that go into the process of making this beer, Willamette being the most prominent. I tasted it green right out of the yeast tank - even then it was delicious! But the nitro version is SO creamy smooth!! But it has all the apricot-peach aromas, delicate hops, perfect fizz, medium malt middle and dry, elegant finish of the bottled, tap, nitro and growler versions were perfect!",4.97,5 Barrel Pale Ale,English Pale Ale
22478,MNB33R,Great light beer. Was a highly loyal Heineken drinker but never buy the regular anymore. Pop one open and the next four disappear soon after.,5.0,Heineken Premium Light Lager,American Light Lager
22484,3nlightenedfool,"Let me start this review off on the wrong foot. I drank this straight out of the bomber it came it. Appearance: Who cares. Smell: It smells strongly of piney hops. Taste: Now, to the part worth reviewing...Although it smells predominantly of piney hops, the taste is perfectly balanced with the rich malt flavor. This beer is smooth as silk. It goes down like water. As a lover of IPA's and rich malty ales, this is a grand slam beer. It is intensely hoppy but not really bitter due to the rich malty backbone that is just perfect for the hop flavor present here. Mouthfeel: Rich and smooth. It coats the mouth and doesn't leave an unpleasant taste behind. It is still piney and sweet. Just top notch. Overall: Need I say more. For a beer with 9.9% alcohol, it goes down soooo easy. It's for hop lovers, no doubt, but this one is so well balanced that I think it will make hop lovers out of many people who try it. The hops aren't overly complex and they are not very bitter compared to the explosion of flavor that they provide in this beer. In many IPA's the hops are just a bitter component, but in this beer they are almost purely herbal/earthy in the nose and mouth. The sum it up briefly: This beer is full of flavor, easy to drink, and very strong. Every beer lover should try this beer. It is one of my top 5. Highly recommended!",5.0,Hop Centric Double India Pale Ale,American Imperial IPA
22505,Jay057,Discovered this beer at Jack Doyle's 240 W. 35th St NYC. I love IPA's and I loved this beer as did the friend I was with. I prefer my IPA's not too citrusy and this wasn't. It was just perfect.,5.0,West Coast IPA,American Imperial IPA
22527,jmikepool,Had this at the brewery. Great!!!,5.0,471 Small Batch IPA,American Imperial IPA
22592,Meriah,"Love love love. Tasty, refreshing and not super expensive.",5.0,Big Wave Golden Ale,American Blonde Ale
22787,milwaukee512,"Alaskan Brewing is a brewery that I have often overlooked, but I am a big fan of this beer. Like Alaskan's IIPA, Hopothermia, Icy Bay IPA has a relatively highly carbonated, easy to drink feel that is best when really cold (perhaps not surprisingly for a brewery from Alaska). An approachable beer for most beer drinkers, this is an exceptionally balanced and refreshing example of the style.",4.66,Alaskan Icy Bay IPA,American IPA
22790,IAmThird,"To me, this is just an awesome IPA and, to a degree I prefer it over it's infamous DIPA brother. It's an easier drinker and the hop balance is just perfect.",5.0,Blind Pig IPA,American IPA
23030,Goblinmunkey7,"Split many a bottle and shared more than a few glasses with angrybabboon. This review is #300 and is of a 2012 vintage. Some additions were made from my notes on previous vintages. Appearance: Pours thick, dark, and completely black. Dark tan head drops to a thin collar in short order. Wispy head on the beer. Almost nothing. Coats the glass. It's not lacing. It must be congealed awesomeness. Very thick with a decent carbonation given the pour. Sits still and heavy. Smell: Oak and booze. Deep dark fruits run the gamut from figs and plums to cherry and raisins. Dense on the dark fruit. Port is prevalent, adding some sweetness and dropping a nice sharp woody aroma. Burnt and roasted almost to the point of absurdity. Char, chocolate (both milk and bitter cocoa), with some minor roasted coffee. Leather and fresh, wet tobacco leaf. Almost fudgey without the sugary sweetness. Taste: Big heat up front. Port and oak make up a big component of the first wave of flavor. Chewy fudge layered with cocoa. Deep red wine, day old coffee. Some dark fruit, with a preference for raisins and plums. Juicy leather. Tobacco leaf, wet and uncut. It's booze soaked dessert. Decadence. Layers of char and burnt and over-roasted malt add a layer of sweetness that helps keep things moving. Massive. Some lingering alcohol. Mouthfeel: Full and thick. Somehow the carbonation is present. Syrupy without crossing in to the realm of actual syrup. Coats the mouth, but the carbonation breaks it up just enough. So very carefully treads the line of too much. With great risk comes great power...or something. Overall: She is that damn good. I've had the privilege to try this beer multiple times starting in '08, only missing '09. It has been and remains the insurmountable representation of the style. The consistent level of complexity gets better with age, but damn if Kate doesn't drink like a beast when fresh. This is a beast and a half. The hype train may have run away with it, bit I have a hard time not accepting the associated accolades. I've even tried Kate blind in a massive tasting and she stands out. Bias, perhaps, but it's a mighty tasty bias.",5.0,Portsmouth Kate The Great,Russian Imperial Stout
23042,charliesteffy,"This will be my beer for the summer. Great drinkability and great flavor. Very smooth, yet still has a hoppiness to it. I would consider it closer to an amber rather than a pale. Delicious scent as well. The color is a light amber. It is definitely on the sweet side and is not for everyone, but I loved it.",5.0,Karma Belgian Style Pale Ale,Belgian Pale Ale
23452,stevedbrown,"This is my favorite beer hands down, it's what a Guinness should be. Perfect smoothness, slightly hoppy, but exactly right. My only real complaint about this beer is that it's not available in the summer when it's replaced with the horror that is Apollo.",4.94,Diesel,American Stout
23453,Steiner1,"After pouring my first one of these into a pint it changed everything. You cant go commercial ever again after having one or a whole four pack of these bad boys. This is the perfect ale and a standard that others should follow. I haven't had many rye ales but this beer will make you thirst for more. The look, the smell and the tast are exceptional. This beer is also drinkable, no your not going to drink ten of these but there is no need to anyways. After having one you will want another though and probably another after that and it has some kick to it too.",5.0,Righteous Ale,Rye Beer
23459,Drewsio,"If you don't at least love this beer, your tongue is missing.",4.96,Thumbprint Enigma,Flanders Oud Bruin
23474,RichieSledz,Love this beer. The fruity taste is the perfect level. If you can find it on nitro definitely go for it.,5.0,Rübæus,Fruit and Field Beer
23505,TINNINFOODMART,Great!!,5.0,Strawberry Harvest Lager,Fruit and Field Beer
23506,Nofreeride,"This has replaced Boddington's as my favorite beer. Wish I coyld find it on draft here in Sherman Oaks, CA",5.0,Summer Solstice,American Cream Ale
23713,hdog09,"This is hands down the best lager made in the U.S. Golden in color and has a nice head, smells delicious and the taste s unmatched compared to other lagers. Great design on the bottles and easily one of the most economic beer out there. Thumbs up to Full Sail Brewing out in Oregon, great prices and great beer.",5.0,Session Lager,American Lager
23942,Ale_Dog,"Not sure if true to style, but perfect on taste",5.0,Bock Beer,German Bock
24042,coasterfreak75,The pour was a dark amber/red with a two finger head that slowly dissapated to a thin head on top of the beer that held on throughout the drink. The smell was quite a complex mix of fruit and nuts with just a slight hint of hops. The drink started with a heavy fruit taste followed by a nutty middle and a hoppy end that finished clean and crisp. Little or no aftertaste. This is one of the best beers I've ever tried. I will buy more of these just to keep them for special occasions. If you want a good example of the style this is one to look for.,5.0,Uerige Doppelsticke,German Altbier
24071,DrKnoskelson,"Served in 12 ounce bottle that I purchased from the Foodery, on 10th and Pine. Used half of the bottle to make the Pumpkin Spice Cake from issue #33, and drank the rest. Pours black, with a nice reddish hue around the edges. Decent half-inch, dense, brown head. Very aromatic nose of roasted barley with a light malt sweetness. Initial semi sweetness with a very creamy mouth feel. Full of roasted barley and chocolate. Awesome porter already. Malty, but still a porter. Flavor complexities lasting well beyond the swallow. Fantastic beer. Looking forward to the cake!",5.0,Gonzo Imperial Porter,Baltic Porter
24259,Swa73,"A sophisticated delight. Not like any other beer I've ever had, although I'm still a noob really when it comes to craft beer.",5.0,Chateau Jiahu,Herb and Spice Beer
24357,Mindsculptor,"2014 bottle in 2016, really puts the wine is Barleywine. Ignore the Bros review, they drank it fresh, which was silly.",5.0,Samael's Ale,British Barleywine
24651,BeerLover48Fan,Bought at Red White And Brew in Mount Holly at the reccomendation of Jeff Shaw sweet malt aroma with a citrus hop boquet. no off odors. some malt sweetness with a herbal hop presence. well balanced. bitter hoppy aftertaste. good carbonation. medium body. leaves nice lace. good drinking beer. has a smoothness to it. WHAT A GREAT BEER I WILL MOST ASSUREDLY BUY IT AGAIN,5.0,Polestar Pilsner,German Pilsner
24905,CitizenGenet,"Cellared for 13 months beyond the date of bottling. Poured into a tulip glass. No head. Beautiful dark amber color with abundant sediment suspended throughout. Figs, molasses, Kentucky bourbon, young Duoro wine, Christmas fruitcake. Sturdy malt on the back-end. A very special ensemble of flavors. Rich. Slow sipping required.",5.0,Curmudgeon,English Old Ale
25005,FenwaySquid,"Presentation: 750 ml bottle, no dating that I could see, poured into a Duvel tulip glass. Appearance: Pours a cloudy golden yellow color. The head formed thick, 3-4 fingers worth, and had decent retention. Aroma: Citrusy, peppery, and earthy. Taste: Very complex. Sweet apples mixed with sour lemony flavors. Some earthy and grassy tones come through in the middle. The finish is sour and lemony, and lingers for some time. Mouthfeel: Medium bodied, smooth and creamy. The carbonation balanced well. Overall: Extremely complex and tasty. Normally I don't like sour beers but this one's great stuff. Highly recommended.",4.82,Ommegeddon,American Wild Ale
25144,mempath,"perhaps the best of the dundee 12 pack out now... pours a nice dark 'tawny' with tons of subatomic lacing. nice to see! head remains for awhile without my usual violent, hearty pour. smell is oddly that of a normal pale, a bit malty. suprising but enjoyable nonetheless. a sip and a savor and gulp reveals more hops than malt by far and it's very very well balanced. again, surprised and i like that this is another fairly hopped beer that is perfect for those who want a great session IPA and those afraid of hyperhopbombs. THIS DOESN'T PRETEND TO BE, so a SHAME that some folks are judging this as if it was meant to be an APA or DIPA or something. all in all, great mouthfeel, perfect carbonation, a simply ENJOYABLE ipa.... by the way, if i thought this was mislabeled, i'd at least try another bottle to make sure before i just flat out gave it something potentially undeserving. my bottles had plenty of hop presence. very recommended! edit: came back to this and it's just as exceptional for what it really is...i like the most hopbombed brews out there, but i think alot of folks who are into bitterness and not balance are dogging this brew as they do many others....",4.68,Dundee India Pale Ale,American IPA
25231,bcole002,"First off, I'm a huge IPA fan and, therefore, I am somewhat critical of IPAs, in general. Once de-corked and the beer poured, the beer smells great. Mid-way through your beer, I found myself saying aloud, ""I can't believe this came from a bottle."" The beer actually tastes like it just came out of a tap. Excellent beer to enjoy.",5.0,India Pale Ale,English India Pale Ale (IPA)
25259,tsinclair73,Perfection in my opinion. It was like a party on every corner of my palate,5.0,Hopsickle Imperial India Pale Ale,American Imperial IPA
25265,acseger,"Notes: 22oz bottle poured into a nonic pint glass. Winter 2010 bottle. A: murky orange/ deep amber, almost no head, quickly faded. Active carbonation, but hard to see it through the murk. S: Intense aroma makes the whole room smell like Blue Dot. Slightly sweet, floral, but with a deeper base. Strong smells of passion fruit. If I could buy this smell as a cologne I would. T:Strong rounded deep fruit, prickly on the tongue at first. Loads of other flavors, something creamy and vanilla, and a little grassy? but in a good subtle way. Very balanced, the hops don't overwhelm like with some other DIPAs. Alcohol very well hidden. As it warmed added a nice caramel undercurrent as well. M: Thick mouthfeel, leaves the pallet very cleanly though. Just the perfect amount of bitterness. Can still feel the carbonation. Overall fantastic mouthfeel. The beer is so complex it demands sipping. D: Amazing beer, one of the most complex DIPA's I've had. Right up there with Pliny the Elder. If I were a richer man I'd drink a hell of a lot more of these.",4.97,Blue Dot Double India Pale Ale,American Imperial IPA
25283,Reggofcal,"Aaaaahhhh. Ooooohhh how I have waited for double ipa revolution! This beer is beutiful and delectibly delicious, it's like a party in my mouth.The beer is good warm or cold, but it seems when it is warm it is more complex and the party is electrified in my mouth.alls I can say is drink up.",4.74,Double Daddy,American Imperial IPA
25435,Hackattack,"WOW WOW WOW... THIS IS killer..... if you are a dark malt ,rich ,thick ,heavy sweet , yet hop fan of amazing craft creations you will love this one.........I bought this at the brewery 2 days ago. I have only seen this on site at the brewery. So a big deal to me even though they are only an hour away from us and Zombie Dust is not a problem to get here.",5.0,Moloko,English Sweet / Milk Stout
25548,Libba,"I had this marvelous porter for the first time tonight. I was in Blue Danube restaurant in Pantego, Texas and asked the proprietor, Miraslav, to bring me a ""big dark beer"" (he always brings me something GOOD!). I so enjoyed the flavor and shared it with those around me. Great beer, good friends - who could ask for more?",4.92,London Porter,English Porter
25608,Johnnydalive,One of the better pumpkin beers out there. Smooth and full flavor.,4.73,Saranac Pumpkin Ale,Pumpkin Beer
25649,RBorsato,"Apricot colored with a nice white head and good carbonation. Huge fruity apricot aroma. NIce fruity taste with strong, pleasant fruit character compared to many other fruit beers. No unpleasant essence-like aroma or flavors. Light bodied, smooth and refreshing. If it looks like an apricot, smells like.... Probably the best non-lambic fruit beer I've tried. Label states ""Apricot Flavored Ale"" & ""Golden Wheat Beer"" Enjoy By: 03/06/03 Tasted: 01/25/03 $1.49/12 oz single",5.0,Pyramid Apricot Ale,Fruit and Field Beer
25755,stanwerlin,Liked it as much as Cigar City Jai Alai IPA and Trillium Congress St. IPA,5.0,Loose Cannon Hop3 IPA,American IPA
25756,pmcadamis,"A - I like the cartoon-y pirate art on Clipper City's Heavy Seas series bottles. This one pours deep garnet hue that looks russet when not in direct light. The head holds at about one finger, and leaves TONS of really sticky fine lace on the glass. S - Gooey toffee, caramelized sugar, banana flavored Laffy Taffy, dates, honeycomb, almonds, Worther's Original candies, molasses, and raisins. Holy shit. This is outstanding! T - Much more hoppy in the mouth than in the nose, this is caramely, toffee laden, honey-sweet, but never cloying. Big time pine hops combine with a nice ethanol burn to make a pleasant flavor, but it's much milder than most Barley Wines that I've had. Maybe that's why this one is listed as an English version...I think all of the others that I've tried have been American, West Coast versions (ie Bigfoot). M - Thick, rich, sweet, and round. The carbonation is luscious to the point of absurdity. This is beyond full bodied...I'd call it fat bodied or maybe buxom. Anyhow, the finish is dry and hoppy with a nice boozy burn in the back of the throat and a long lasting hop flavor that sticks to your teeth. D - Outstanding beer. Not the best I've had, but damn close. This is definitely hanging close to that highest echelon of good beer. This is however, more drinkable than some more aggressive barleywines, and I could probably drink two or three, though I'd be a little bit tipsy after more than one.",4.72,Heavy Seas - Below Decks (Barley Wine Style Ale),British Barleywine
25759,Rristow,Just had a couple ounces but man was this good. Can't believe its 27%. Extremely complex.,5.0,Samuel Adams Utopias,American Strong Ale
25851,DonWeymouth,The best light colored dark Imperial IPA I have ever had ... amazing!,5.0,Brooklyn Blast!,American Imperial IPA
25852,WCKDVBZ,Great raspberry beer. This is nothing like Rübæus.,5.0,Blushing Monk,Fruit and Field Beer
25880,cplaya280,extremely easy drinking and good tasting beer at 8%alc content,5.0,Imperial Pumpkin Ale,Pumpkin Beer
25989,jmbranum,"bought at a liquor store in suburban St. Paul, MN Beautiful amber brew with giant, very fluffy, very substantial creamy head. Great smell that pulls you in. The taste is great. I don't know if I would call it an IPA (at least by American standards) but it is a very well-balanced Pale Ale. Great malty flavor that reminds me faintly of the taste of a copper penny. Quite dry and just absolutely perfect. Very smooth mouthfeel. Extremely drinkable. I wish I bought more than one bottle. This is the best beer I've had in some time.",4.83,Belhaven Twisted Thistle IPA,American IPA
26049,gram2kacna,"I've been drinking Wild Blue for a few years now, I love it. It's my favorite of all beers. I have to order it from a little liquor store. Hard to find, one chain grocery store would have it a little while, then they quit stocking it.",5.0,Wild Blue,Fruit and Field Beer
26072,RBorsato,"Black with ruby highlights, a nice full tan head, adn decent carbonation. Very nice light spicy Belgian yeast aromas, black pepper, and dark fruits. Nice spicy yeast profile balanced nicely by dark fruits and dark malts; a touch roasty. Light-medium bodied with a light spicy finish. Incredible flavor profile for a low ABV Belgian Dark. Best Before: 02/22/08 Tasted: 09/21/06 ($6.99 / 25.4 oz. / 750 ml tall straight brown wine-like bottle, corked, and caged)",4.72,Noire De Chambly / Chambly Noire,Belgian Dark Ale
26159,kencarman,"I never have had any beer that I have rated this well. To me, and to my wife Millie, if you were to imagine an excellent Golden Ale from Belgium merged with the perfect amount of hops to balance it out, this would be it. I was amazed at the brewer's ability to prove his talents when it comes to his craft. The color, the somewhat hazy, deeper than straw that one would expect. Mouthfeel... not overly carbonated, but well carbonated as per style. Aroma? Hops and expected banana-clove... slight. I would be so damn proud of this one, if I brewed it, I'd piss off my relatives by bragging too bloody much, so I'm glad they brewed it instead. I did not have any of the gusher, carbonation problems that other reviewers did, but of course this was just one bottle bought in Concord, Mass at Colonial... a very well stocked outlet that competes quite well with Yankee Spirits, especially considering their superior knowledge and care they seem to take with product. So either the other merchants are storing it and treating it poorly... no surprise, or their only fault is in consistency, please say it ain't so!",5.0,Urthel Hop-It,Belgian IPA
26233,KarlHungus,"This brew pours a cloudy reddish-orange color. The head is one-finger in height, rocky, and white. Lacing coats the glass all over the place. The aroma is amazing. It is as if this beer climbed a mountain and screamed citrusy hops. Absolutely breathtaking. This just might be the best smelling beer I have drank to date. The taste is all that a pale ale should be and more (but not so much more that it infringes on IPA territory). Citrusy hops dominate the flavor but there are also nots of pine. The mouthfeel is perfect; medium-thick bodied, with nice carbonation, and oh so smooth and creamy. Overall, this is by far the best pale ale I have ever had. If only hops could be harvested year round.",5.0,Fresh Hop Pale Ale,American Pale Ale (APA)
26234,LimoBarbie,I loved this pumpkin ale. I thought it was the very best of all of the pumpkin ales I drank this season. It smelled great--lots of spice and just enough pumpkin--not a beery pumpkin pie like the O'Fallon Pumpkin ale that was just overpowering with pumpkin and spice. Jack's was more balanced and more like beer and it was just right with the spice. I hope they have it next year!,4.51,Jack's Pumpkin Spice Ale,Pumpkin Beer
26277,assurbanipaul,"Pours a dark amber brown with a mountainous head, more than 2/3rd of the glass. Nose is spicy, malty, elements of cinnamon and coriander with a slightly sweet fruity character. To call it a ""nose"" is disparaging -- this beer has a bouquet. Initial taste has a bit of a tang to it, not quite sour but soon yielding to a soft malty sweetness. Flavors of candy sugar, some mild spices, some yeasty tangy elements again covered with caramel and tea flavors. Very, very light cinnamon and lemon rind, very light buttered toast. A symphony of flavors with a lingering spicy-sweet aftertaste. Mouthfeel is soft and fluffy, carbonation keeps a bite to it. Smooth and dangerously easy to drink, no hint of a suggestion of a trace of alcohol, regardless of its ABV. Outstanding, a beer without a flaw. There simply is no way I can score it any less. Label says ""Brasserie des Rocs,"" Belgian special brown ale, 9.5% ABV.",5.0,Abbaye Des Rocs Grand Cru Belgian Special Brown,Belgian Strong Dark Ale
26395,Czequershuus,"This beer pours a startlingly deep copper with a smallish head. The aroma is a vivid mix of citrus, really fresh pine, lavender, and chamomile. The flavor is a rich hop fueled mix of pine and citrus first, followed by some very unusual herbal tones, that mostly serve to remind me of earl grey tea. The mouthfeel perfectly catches a balance between light and redolent with rich oils. Overall this an amazing beer - best fresh hop beer of the season so far. There is so much going on, the the tea flavor is so wonderfully evocative, I cannot help but loving this beer.",5.0,Hop Trip Harvest Ale (Fresh Hop Ale),American Pale Ale (APA)
26541,Ivanhoes_Backpack,One of the best beer experiences I've ever had was in Fort Collins at a little cheese bar during GABF week. This happened to be on tap and I got a pint of it with a few select cheeses. Was a holy experience. I believe I admitted to my waiter at the time that I was euphoric.,5.0,Le Terroir,American Wild Ale
